Satellite Name,Orbital Location,Beam Name,Type,Frequency Range (MHz),EIRP (dBW) / G/T (dB/K),Service Area 1,Service Area 2,Service Area 3,Service Area 4,Service Area 5,Service Area 6,Band,Bandwidth Capacity (MHz),Modulation,FEC,Integrated
GALAXY 28,-89,NCHD,Transmit,3700.0 - 4200.0,43.3 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,1
GALAXY 28,-89,TLMC,Transmit,4194.825 - 4195.175,18.5 (EIRP),Global,,,,,,C-Band,0.35,QPSK,0.5,1
GALAXY 28,-89,TLMB,Transmit,4199.325 - 4199.675,15.1 (EIRP),Global,,,,,,C-Band,0.35,QPSK,0.5,1
GALAXY 28,-89,TLMD,Transmit,4199.325 - 4199.675,18.5 (EIRP),South America,,,,,,C-Band,0.35,QPSK,0.5,1
GALAXY 28,-89,ULPA,Transmit,11701.988 - 11702.013,21.1 (EIRP),North America,,,,,,X-Band,0.025,QPSK,0.5,1
GALAXY 28,-89,SCHD,Transmit,3700.0 - 4200.0,48.1 (EIRP),North America,,,,,,C-Band,36,QPSK,0.5,1
GALAXY 28,-89,NKVD,Transmit,11700.0 - 12200.0,51.7 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
GALAXY 28,-89,NKHD,Transmit,11700.0 - 12200.0,51.6 (EIRP),North America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
GALAXY 28,-89,SKHD,Transmit,11700.0 - 12200.0,51.7 (EIRP),North America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
GALAXY 28,-89,LALD,Transmit,19700.0 - 20200.0,45.5 (EIRP),North America,,,,,,Ku-Band,66,QPSK,0.5,1
GALAXY 28,-89,DARD,Transmit,19700.0 - 20200.0,45.5 (EIRP),North America,,,,,,Ku-Band,66,QPSK,0.5,1
GALAXY 28,-89,CALD,Transmit,19700.0 - 20200.0,45.5 (EIRP),North America,,,,,,Ku-Band,66,QPSK,0.5,1
GALAXY 28,-89,YARD,Transmit,19700.0 - 20200.0,45.5 (EIRP),North America,,,,,,Ku-Band,66,QPSK,0.5,1
GALAXY 28,-89,TLMA,Transmit,4194.825 - 4195.175,14.6 (EIRP),North America,,,,,,C-Band,0.35,QPSK,0.5,1
GALAXY 30,-125,CAHU,Receive,5927.0 - 6703.0,4.8 (G/T),Continental United States,Alaska,Hawaii,,,,C-Band,36,QPSK,0.75,1
GALAXY 30,-125,CAVU,Receive,5927.0 - 6703.0,4.8 (G/T),Continental United States,Alaska,Hawaii,,,,C-Band,36,QPSK,0.75,1
GALAXY 30,-125,KSHV,Receive,13770.0 - 14480.0,18.1 (G/T),Continental United States,Alaska,Hawaii,,,,Ku-Band,36,QPSK,0.75,1
GALAXY 30,-125,KSVV,Receive,13770.0 - 14480.0,18.1 (G/T),Continental United States,Alaska,Hawaii,,,,Ku-Band,36,QPSK,0.75,1
GALAXY 30,-125,ASLU,Receive,27620.0 - 28575.0,19.0 (G/T),Continental United States,,,,,,Ka-Band,450,QPSK,0.75,1
GALAXY 30,-125,ASLV,Receive,29025.0 - 29975.0,19.0 (G/T),Continental United States,,,,,,Ka-Band,450,QPSK,0.75,1
GALAXY 30,-125,ASRU,Receive,27620.0 - 28575.0,19.0 (G/T),Continental United States,,,,,,Ka-Band,450,QPSK,0.75,1
GALAXY 30,-125,ASRV,Receive,29025.0 - 29975.0,19.0 (G/T),Continental United States,,,,,,Ka-Band,450,QPSK,0.75,1
GALAXY 30,-125,CAHD,Transmit,3702.0 - 4198.0,45.5 (EIRP),Continental United States,,,,,,C-Band,36,QPSK,0.75,1
GALAXY 30,-125,CAVD,Transmit,3702.0 - 4198.0,45.5 (EIRP),Continental United States,,,,,,C-Band,36,QPSK,0.75,1
GALAXY 30,-125,KSHD,Transmit,10720.0 - 11180.0,62.0 (EIRP),Continental United States,,,,,,X-Band,460,QPSK,0.75,1
GALAXY 30,-125,KSVD,Transmit,10720.0 - 11180.0,62.0 (EIRP),Continental United States,,,,,,X-Band,460,QPSK,0.75,1
GALAXY 30,-125,ASLD,Transmit,17820.0 - 18775.0,64.0 (EIRP),Continental United States,,,,,,Ku-Band,955,QPSK,0.75,1
GALAXY 30,-125,ASLE,Transmit,19225.0 - 20175.0,64.0 (EIRP),Continental United States,,,,,,Ku-Band,450,QPSK,0.75,1
GALAXY 30,-125,ASRD,Transmit,17820.0 - 18775.0,64.0 (EIRP),Continental United States,,,,,,Ku-Band,955,QPSK,0.75,1
GALAXY 30,-125,ASRE,Transmit,19225.0 - 20175.0,64.0 (EIRP),Continental United States,,,,,,Ku-Band,450,QPSK,0.75,1
Galaxy 31,-121,CAHU,Receive,5925.0 - 6425.0,4.5 (G/T),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.6667,1
Galaxy 31,-121,CAVU,Receive,5925.0 - 6425.0,4.5 (G/T),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.6667,1
Galaxy 31,-121,CAHD,Transmit,3700.0 - 4200.0,47.0 (EIRP),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.6667,1
Galaxy 31,-121,CAVD,Transmit,3700.0 - 4200.0,47.0 (EIRP),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.6667,1
GALAXY 32,-91,CAHU,Receive,5925.0 - 6425.0,4.5 (G/T),Global,,,,,,C-Band,126,QPSK,0.5,1
GALAXY 32,-91,CAVU,Receive,5925.0 - 6425.0,4.5 (G/T),Global,,,,,,C-Band,126,QPSK,0.5,1
GALAXY 32,-91,KUHU,Receive,13750.0 - 14000.0,5.0 (G/T),Continental United States,,,,,,Ku-Band,36,QPSK,0.5,1
GALAXY 32,-91,KUVU,Receive,13750.0 - 14000.0,5.0 (G/T),Continental United States,,,,,,Ku-Band,36,QPSK,0.5,1
GALAXY 32,-91,CMD1,Receive,6421.5 - 6422.5,-99.0 (G/T),Global,,,,,,C-Band,1,QPSK,0.5,1
GALAXY 32,-91,CMD2,Receive,6421.5 - 6422.5,-99.0 (G/T),Global,,,,,,C-Band,1,QPSK,0.5,1
GALAXY 32,-91,CMD3,Receive,6424.0 - 6425.0,-99.0 (G/T),Global,,,,,,C-Band,1,QPSK,0.5,1
GALAXY 32,-91,CMD4,Receive,6424.0 - 6425.0,-99.0 (G/T),Global,,,,,,C-Band,1,QPSK,0.5,1
GALAXY 32,-91,CAHD,Transmit,3700.0 - 4200.0,47.0 (EIRP),Global,,,,,,C-Band,126,QPSK,0.5,1
GALAXY 32,-91,CAVD,Transmit,3700.0 - 4200.0,47.0 (EIRP),Global,,,,,,C-Band,126,QPSK,0.5,1
GALAXY 32,-91,KUHD,Transmit,11450.0 - 11701.0,52.5 (EIRP),Continental United States,,,,,,X-Band,36,QPSK,0.5,1
GALAXY 32,-91,KUVD,Transmit,11450.0 - 11701.0,52.5 (EIRP),Continental United States,,,,,,X-Band,36,QPSK,0.5,1
GALAXY 32,-91,TLMD,Transmit,4198.0 - 4198.5,7.5 (EIRP),Global,,,,,,C-Band,0.5,QPSK,0.5,1
GALAXY 32,-91,TLMO,Transmit,4198.0 - 4198.5,7.5 (EIRP),Global,,,,,,C-Band,0.5,QPSK,0.5,1
GALAXY 32,-91,TLMP,Transmit,4198.5 - 4199.0,7.5 (EIRP),Global,,,,,,C-Band,0.5,QPSK,0.5,1
GALAXY 32,-91,TLMM,Transmit,4198.5 - 4199.0,7.5 (EIRP),Global,,,,,,C-Band,0.5,QPSK,0.5,1
GALAXY 32,-91,UPC1,Transmit,4199.937 - 4199.962,7.5 (EIRP),Global,,,,,,C-Band,0.025,QPSK,0.5,1
GALAXY 32,-91,UPC2,Transmit,11700.237 - 11700.262,11.5 (EIRP),Global,,,,,,X-Band,0.025,QPSK,0.5,1
GALAXY 34,-129,CAHU,Receive,5925.0 - 6425.0,3.5 (G/T),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.75,1
GALAXY 34,-129,CAVU,Receive,5925.0 - 6425.0,3.5 (G/T),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.75,1
GALAXY 34,-129,CAHD,Transmit,3700.0 - 4200.0,46.1 (EIRP),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.75,1
GALAXY 34,-129,CAVD,Transmit,3700.0 - 4200.0,46.1 (EIRP),North America,Alaska,Hawaii,Central America,Caribbean,,C-Band,36,QPSK,0.75,1
GALAXY 3C,-95.05,CNHU,Receive,5925.0 - 6675.0,2.7 (G/T),North America,,,,,,C-Band,36,QPSK,0.5,1
GALAXY 3C,-95.05,CNVU,Receive,5925.0 - 6675.0,3.3 (G/T),North America,,,,,,C-Band,36,QPSK,0.5,1
GALAXY 3C,-95.05,KNHU,Receive,14263.0 - 14500.0,5.3 (G/T),North America,,,,,,Ku-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,KNVU,Receive,13750.0 - 14500.0,4.5 (G/T),North America,,,,,,Ku-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,KPHU,Receive,14000.0 - 14263.0,2.4 (G/T),North America,Puerto Rico,,,,,Ku-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,KVHU,Receive,13750.0 - 14000.0,3.3 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,KVHV,Receive,14248.0 - 14500.0,3.3 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,SSVU,Receive,14248.0 - 14500.0,9.8 (G/T),Southern South America,,,,,,Ku-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,TCNU,Receive,14488.0 - 14498.0,-4.7 (G/T),Global,,,,,,Ku-Band,8,QPSK,0.5,1
GALAXY 3C,-95.05,CMDO,Receive,14000.5 - 14001.5,-99.0 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
GALAXY 3C,-95.05,CMDP,Receive,13752.5 - 13753.5,-99.0 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
GALAXY 3C,-95.05,CMDC,Receive,14000.5 - 14001.5,-99.0 (G/T),North America,,,,,,Ku-Band,1,QPSK,0.5,1
GALAXY 3C,-95.05,CNHD,Transmit,3700.0 - 4200.0,41.6 (EIRP),North America,,,,,,C-Band,36,QPSK,0.5,1
GALAXY 3C,-95.05,CNVD,Transmit,3700.0 - 4200.0,42.0 (EIRP),North America,,,,,,C-Band,36,QPSK,0.5,1
GALAXY 3C,-95.05,KNHD,Transmit,11700.0 - 12200.0,50.8 (EIRP),North America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
GALAXY 3C,-95.05,KNVD,Transmit,11700.0 - 12200.0,50.8 (EIRP),North America,Puerto Rico,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
GALAXY 3C,-95.05,KPVD,Transmit,11700.0 - 11957.0,50.5 (EIRP),South America,,,,,,X-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,KSRD,Transmit,11948.0 - 12200.0,52.6 (EIRP),South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
GALAXY 3C,-95.05,KSLD,Transmit,11948.0 - 12200.0,52.9 (EIRP),North America,South America,,,,,"X-Band, Ku-Band",24,QPSK,0.5,1
GALAXY 3C,-95.05,NSLD,Transmit,11450.0 - 11700.0,51.5 (EIRP),North America,South America,,,,,X-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,NSRD,Transmit,11450.0 - 11700.0,51.7 (EIRP),Global,,,,,,X-Band,24,QPSK,0.5,1
GALAXY 3C,-95.05,TLMP,Transmit,11701.825 - 11703.175,9.1 (EIRP),Global,,,,,,X-Band,0.3,QPSK,0.5,1
GALAXY 3C,-95.05,TLMB,Transmit,11701.825 - 11703.175,8.7 (EIRP),Global,,,,,,X-Band,0.3,QPSK,0.5,1
HISPASAT 143W-1,-143,EUHU,Receive,14000.0 - 14500.0,12.17 (G/T),West Coast of Europe,,,,,,Ku-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,EUVU,Receive,13750.0 - 14500.0,12.17 (G/T),Global,,,,,,Ku-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,AMVU,Receive,13750.0 - 14500.0,4.63 (G/T),North America,Central America,South America,,,,Ku-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,AMHU,Receive,14000.0 - 14250.0,4.63 (G/T),North America,Central America,South America,,,,Ku-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,EKHU,Receive,17300.0 - 17800.0,12.17 (G/T),Europe,,,,,,Ku-Band,33,QPSK,0.75,0
HISPASAT 143W-1,-143,EUHD,Transmit,11450.0 - 11700.0,52.9 (EIRP),Europe,,,,,,X-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,EUVD,Transmit,11450.0 - 11700.0,52.9 (EIRP),Europe,,,,,,X-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,EBVD,Transmit,12200.0 - 12750.0,52.9 (EIRP),Global,,,,,,Ku-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,EBHD,Transmit,12500.0 - 12750.0,52.9 (EIRP),Global,,,,,,Ku-Band,72,QPSK,0.75,0
HISPASAT 143W-1,-143,AMVD,Transmit,11700.0 - 11950.0,48.43 (EIRP),North America,Central America,South America,,,,X-Band,72,QPSK,0.75,0
HISPASAT 30W-6,-30,CUR,Receive,6725 - 7025,0.39 (G/T),Global,,,,,,C-Band,54,8PSK,0.75,0
HISPASAT 30W-6,-30,KUR,Receive,13000 - 14500,5.1 (G/T),Global,,,,,,Ku-Band,36,8PSK,0.75,0
HISPASAT 30W-6,-30,CUT,Transmit,4500 - 4800,41.4 (EIRP),Global,,,,,,C-Band,54,8PSK,0.75,0
HISPASAT 30W-6,-30,KUT,Transmit,11200 - 12200,49.2 (EIRP),Global,,,,,,"X-Band, Ku-Band",36,8PSK,0.75,0
HISPASAT 30W-6,-30,KUTV,Transmit,11200 - 12200,49.2 (EIRP),Global,,,,,,"X-Band, Ku-Band",36,8PSK,0.75,0
Horizons 2,-74,NAVU,Receive,14000.0 - 14500.0,8.2 (G/T),Continental United States,,,,,,Ku-Band,36,QPSK,0.83,0
Horizons 2,-74,NAHU,Receive,14000.0 - 14500.0,8.3 (G/T),Continental United States,,,,,,Ku-Band,36,QPSK,0.83,0
Horizons 2,-74,BMHU,Receive,14000.0 - 14500.0,8.5 (G/T),Global,,,,,,Ku-Band,36,QPSK,0.83,0
Horizons 2,-74,NAVD,Transmit,11700.0 - 12200.0,53.6 (EIRP),Continental United States,,,,,,"X-Band, Ku-Band",36,QPSK,0.83,0
Horizons 2,-74,NAHD,Transmit,11700.0 - 12200.0,50.9 (EIRP),Continental United States,,,,,,"X-Band, Ku-Band",36,QPSK,0.83,0
Horizons 2,-74,BMVD,Transmit,11700.0 - 12200.0,54.9 (EIRP),Global,,,,,,"X-Band, Ku-Band",36,QPSK,0.83,0
HORIZONS-3e,169,CGV,Receive,5925.0 - 6425.0,20.8 (G/T),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,CHLU,Receive,5925.0 - 6425.0,4.8 (G/T),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,TGH,Transmit,3700.0 - 4200.0,56.1 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,TPLD,Transmit,3700.0 - 4200.0,56.1 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,THLD,Transmit,3700.0 - 4200.0,56.1 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,CLHD,Transmit,3700.0 - 4200.0,56.1 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,KLRD,Transmit,3700.0 - 4200.0,56.1 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,KLLD,Transmit,3700.0 - 4200.0,56.1 (EIRP),Global,,,,,,C-Band,36,QPSK,0.5,0
HORIZONS-3e,169,PVR,Receive,14000.0 - 14500.0,29.6 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.83,0
HORIZONS-3e,169,PHR,Receive,14000.0 - 14500.0,29.6 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.83,0
HORIZONS-3e,169,PHT,Transmit,11700.0 - 12200.0,56.1 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.83,0
HORIZONS-3e,169,PVT,Transmit,11700.0 - 12200.0,56.1 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.83,0
HORIZONS-3e,169,GLR,Receive,14000.0 - 14500.0,21.1 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.83,0
HORIZONS-3e,169,GRR,Receive,14000.0 - 14500.0,21.1 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.83,0
HORIZONS-3e,169,GRT,Transmit,11700.0 - 12200.0,56.1 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.83,0
HORIZONS-3e,169,GLT,Transmit,11700.0 - 12200.0,56.1 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.83,0
HYLAS-4,-34,RAU1,Receive,29500.0 - 30000.0,14.9 (G/T),United States,,,,,,Ka-Band,230,8PSK,0.75,0
HYLAS-4,-34,RAU2,Receive,29500.0 - 30000.0,14.9 (G/T),United States,,,,,,Ka-Band,230,8PSK,0.75,0
HYLAS-4,-34,RAU3,Receive,29500.0 - 30000.0,14.9 (G/T),United States,,,,,,Ka-Band,230,8PSK,0.75,0
HYLAS-4,-34,RCU1,Receive,29500.0 - 30000.0,15.4 (G/T),United States,,,,,,Ka-Band,230,8PSK,0.75,0
HYLAS-4,-34,RCU2,Receive,29500.0 - 30000.0,15.4 (G/T),United States,,,,,,Ka-Band,230,8PSK,0.75,0
HYLAS-4,-34,RCU3,Receive,29500.0 - 30000.0,15.4 (G/T),United States,,,,,,Ka-Band,230,8PSK,0.75,0
HYLAS-4,-34,RAD1,Transmit,19700.0 - 20200.0,59.6 (EIRP),United States,,,,,,Ku-Band,230,8PSK,0.75,0
HYLAS-4,-34,RAD2,Transmit,19700.0 - 20200.0,59.6 (EIRP),United States,,,,,,Ku-Band,230,8PSK,0.75,0
HYLAS-4,-34,RAD3,Transmit,19700.0 - 20200.0,59.6 (EIRP),United States,,,,,,Ku-Band,230,8PSK,0.75,0
HYLAS-4,-34,RCD1,Transmit,19700.0 - 20200.0,58.8 (EIRP),United States,,,,,,Ku-Band,230,8PSK,0.75,0
HYLAS-4,-34,RCD2,Transmit,19700.0 - 20200.0,58.8 (EIRP),United States,,,,,,Ku-Band,230,8PSK,0.75,0
HYLAS-4,-34,RCD3,Transmit,19700.0 - 20200.0,58.8 (EIRP),United States,,,,,,Ku-Band,230,8PSK,0.75,0
ICO G1,-92.85,SU,Receive,2000.0 - 2020.0,18.0 (G/T),Continental United States,Alaska,Hawaii,Puerto Rico,US Virgin Islands,,L-Band,20,QPSK,0.5,0
ICO G1,-92.85,KAUL,Receive,29250.0 - 30000.0,17.3 (G/T),Global,,,,,,Ka-Band,20,QPSK,0.5,0
ICO G1,-92.85,KAU,Receive,29250.0 - 30000.0,17.3 (G/T),Global,,,,,,Ka-Band,20,QPSK,0.5,0
ICO G1,-92.85,GBL,Receive,29250.0 - 30000.0,-9.6 (G/T),Global,,,,,,Ka-Band,20,QPSK,0.5,0
ICO G1,-92.85,OMN,Receive,29250.0 - 30000.0,-30.0 (G/T),Global,,,,,,Ka-Band,20,QPSK,0.5,0
ICO G1,-92.85,SD,Transmit,2180.0 - 2200.0,78.8 (EIRP),Continental United States,Alaska,Hawaii,Puerto Rico,US Virgin Islands,,L-Band,20,QPSK,0.5,0
ICO G1,-92.85,KADL,Transmit,18550.0 - 20200.0,69.5 (EIRP),Global,,,,,,Ku-Band,20,QPSK,0.5,0
ICO G1,-92.85,KAD,Transmit,18550.0 - 20200.0,69.5 (EIRP),Global,,,,,,Ku-Band,20,QPSK,0.5,0
ICO G1,-92.85,GBL,Transmit,18550.0 - 20200.0,16.0 (EIRP),Global,,,,,,Ku-Band,20,QPSK,0.5,0
ICO G1,-92.85,OMN,Transmit,18550.0 - 20200.0,3.5 (EIRP),Global,,,,,,Ku-Band,20,QPSK,0.5,0
INMARSAT-5 F2,-55,S1UR,Receive,27500.0 - 30000.0,12.6 (G/T),Global,,,,,,Ka-Band,32,QPSK,0.6,1
INMARSAT-5 F2,-55,S1DL,Transmit,17700.0 - 20200.0,56.1 (EIRP),Global,,,,,,Ku-Band,32,QPSK,0.6,1
INMARSAT-5 F3,179.7,S1DL,Transmit,17700.0 - 20200.0,56.1 (EIRP),Global,,,,,,Ku-Band,32,QPSK,0.5,1
INMARSAT-5 F3,179.7,S1UR,Receive,27500.0 - 30000.0,12.6 (G/T),Global,,,,,,Ka-Band,32,QPSK,0.5,1
INMARSAT-5 F3,179.7,KFDR,Transmit,17700.0 - 20200.0,41.1 (EIRP),Global,,,,,,Ku-Band,32,QPSK,0.5,1
INMARSAT-5 F3,179.7,KFUR,Receive,27500.0 - 30000.0,11.1 (G/T),Global,,,,,,Ka-Band,32,QPSK,0.5,1
INMARSAT-5 F3,179.7,KHDL,Transmit,17700.0 - 20200.0,57.0 (EIRP),Global,,,,,,Ku-Band,100,8PSK,0.89,1
INMARSAT-5 F3,179.7,KHUL,Receive,27500.0 - 30000.0,14.0 (G/T),Global,,,,,,Ka-Band,100,8PSK,0.89,1
INMARSAT-5 F3,179.7,KGD,Transmit,17700.0 - 20200.0,35.6 (EIRP),Global,,,,,,Ku-Band,5,BPSK,0.5,1
INMARSAT-5 F3,179.7,KGU,Receive,27500.0 - 30000.0,-4.3 (G/T),Global,,,,,,Ka-Band,5,BPSK,0.5,1
INMARSAT-5 F3,179.7,COD,Transmit,17700.0 - 20200.0,11.9 (EIRP),Global,,,,,,Ku-Band,1.2,BPSK,0.5,1
INMARSAT-5 F3,179.7,COU,Receive,27500.0 - 30000.0,-18.0 (G/T),Global,,,,,,Ka-Band,1.2,BPSK,0.5,1
INTELSAT 10,47.5,GCVU,Receive,5925.0 - 6425.0,-0.4 (G/T),Global,,,,,,C-Band,54,QPSK,0.42,1
INTELSAT 10,47.5,GCHU,Receive,5925.0 - 6425.0,0.4 (G/T),Global,,,,,,C-Band,54,QPSK,0.42,1
INTELSAT 10,47.5,AKVU,Receive,14250.0 - 14500.0,4.4 (G/T),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,AFHU,Receive,14250.0 - 14500.0,2.1 (G/T),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,AFVU,Receive,14250.0 - 14500.0,2.3 (G/T),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,MKVU,Receive,14000.0 - 14250.0,4.8 (G/T),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,EKHU,Receive,14000.0 - 14250.0,6.4 (G/T),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,GCHD,Transmit,3700.0 - 4200.0,41.4 (EIRP),Global,,,,,,C-Band,54,QPSK,0.42,1
INTELSAT 10,47.5,GCVD,Transmit,3700.0 - 4200.0,41.8 (EIRP),Global,,,,,,C-Band,54,QPSK,0.42,1
INTELSAT 10,47.5,AKVD,Transmit,12500.0 - 12750.0,49.0 (EIRP),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,AFHD,Transmit,12500.0 - 12750.0,47.4 (EIRP),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,AFVD,Transmit,12500.0 - 12750.0,47.6 (EIRP),Global,,,,,,Ku-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,MKVD,Transmit,11450.0 - 11700.0,49.3 (EIRP),Global,,,,,,X-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,EKHD,Transmit,11450.0 - 11700.0,49.1 (EIRP),Global,,,,,,X-Band,36,QPSK,0.42,1
INTELSAT 10,47.5,IKHD,Transmit,12250.0 - 12500.0,52.0 (EIRP),Global,,,,,,Ku-Band,36,QPSK,0.42,1
Intelsat 1002,-1,WHLU,Receive,5850.0 - 6425.0,2.4 (G/T),North America,Caribbean,South America,,,,C-Band,72,8PSK,0.75,1
Intelsat 1002,-1,EHLU,Receive,5850.0 - 6425.0,-0.2 (G/T),Europe,Africa,Middle East,Russia,,,C-Band,72,8PSK,0.75,1
Intelsat 1002,-1,S1HU,Receive,14000.0 - 14500.0,6.6 (G/T),Europe,North Africa,,,,,Ku-Band,72,8PSK,0.75,1
Intelsat 1002,-1,S3VU,Receive,13750.0 - 14000.0,5.7 (G/T),Europe,North Africa,Russia,,,,Ku-Band,36,8PSK,0.75,1
Intelsat 1002,-1,WHRD,Transmit,3625.0 - 4200.0,43.5 (EIRP),North America,Caribbean,South America,,,,C-Band,72,8PSK,0.75,1
Intelsat 1002,-1,EHRD,Transmit,3625.0 - 4200.0,44.1 (EIRP),Europe,Africa,Middle East,Russia,,,C-Band,72,8PSK,0.75,1
Intelsat 1002,-1,S1VD,Transmit,10950.0 - 11200.0,54.2 (EIRP),Europe,North Africa,,,,,X-Band,36,8PSK,0.75,1
Intelsat 1002,-1,S1VE,Transmit,11450.0 - 11700.0,54.2 (EIRP),Europe,North Africa,,,,,X-Band,36,8PSK,0.75,1
Intelsat 1002,-1,S3HD,Transmit,12500.0 - 12750.0,55.0 (EIRP),Europe,North Africa,,,,,Ku-Band,36,8PSK,0.75,1
Intelsat 11,-43,ACHU,Receive,5925.0 - 6425.0,4.7 (G/T),North America,South America,Europe,,,,C-Band,500,QPSK,0.5,1
Intelsat 11,-43,ACVU,Receive,5925.0 - 6425.0,4.2 (G/T),North America,South America,Europe,,,,C-Band,500,QPSK,0.5,1
Intelsat 11,-43,AKHU,Receive,12750.0 - 13250.0,3.5 (G/T),North America,South America,Europe,,,,Ku-Band,500,QPSK,0.5,1
Intelsat 11,-43,A1HU,Receive,13750.0 - 14000.0,3.5 (G/T),North America,South America,Europe,,,,Ku-Band,250,QPSK,0.5,1
Intelsat 11,-43,AKVU,Receive,12750.0 - 13250.0,3.8 (G/T),North America,South America,Europe,,,,Ku-Band,500,QPSK,0.5,1
Intelsat 11,-43,A1VU,Receive,13750.0 - 14000.0,3.8 (G/T),North America,South America,Europe,,,,Ku-Band,250,QPSK,0.5,1
Intelsat 11,-43,CMD1,Receive,13246.0 - 13247.0,-34.3 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
Intelsat 11,-43,CMD2,Receive,13246.0 - 13247.0,-34.4 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
Intelsat 11,-43,CMD4,Receive,13995.0 - 13996.0,-34.3 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
Intelsat 11,-43,CMD5,Receive,13995.0 - 13996.0,-34.4 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
Intelsat 11,-43,TLME,Transmit,11448.825 - 11449.175,13.5 (EIRP),Global,,,,,,X-Band,0.35,QPSK,0.5,1
Intelsat 11,-43,ULP1,Transmit,3700.987 - 3701.012,9.0 (EIRP),Global,,,,,,L-Band,0.025,QPSK,0.5,1
Intelsat 11,-43,ULP2,Transmit,4199.487 - 4199.512,9.0 (EIRP),Global,,,,,,C-Band,0.025,QPSK,0.5,1
Intelsat 11,-43,ACHD,Transmit,3700.0 - 4200.0,43.5 (EIRP),North America,South America,Europe,,,,C-Band,500,QPSK,0.5,1
Intelsat 11,-43,ACVD,Transmit,3700.0 - 4200.0,43.4 (EIRP),North America,South America,Europe,,,,C-Band,500,QPSK,0.5,1
